,season,episode,speaker,text_bound
468,2,12,sylvia ,"Yes, Mickey? Come here, loverboy Oh, loverboy I simply say, baby... Oh, baby. My sweet baby"
469,2,12,ted ,"I think I'm in love with you. Well, here's the thing, normal people, you know, people who aren't your dad, usually take longer to say ""I love you."" Robin went through the usual stages. Where? Got it. First there's the moment when you think you think it. Whoa, still alive. There's the moment you think you know it. Totally worth it. There's the moment where you know you know it, but you can't yet say it. All right, it's getting to be that time. I'll talk to you tomorrow? Good night. Yeah? That's awesome. You know what I'm going to do? I'm going to take off work Friday. We're gonna take her to the Empire State Building. Of course. Everyone should see the Empire State Building. And then there's the moment where you know you know it, and you can't keep it in any longer. Yeah? What? Yeah, I don't have any of those. Robin convinced Katie to stay with her that first night. And the next day, I took everybody to the Empire State Building. You guys are lucky you came here with an architect. Empire State Building fun Come on, you were only 16 when you had s*x. I was 17. Barney was probably 12. 17. Dance? It was on last night. Yeah, tell her what happened next. Please don't. End of flashback. Yeah, well, then why'd you do it again? It's not stupid. Okay, Empire State Building fun fact number 22: The Empire State Building has tons of places where people can have private conversations. ( goes away with Robin) You're off the hook, okay? You don't have to explain anything. You don't have to say it-- it's fine. Okay, Robin, Robin, stop. It's no big deal, you don't have to say it. What, you mean like I did? Weird... or courageous? Well, come on, it shows I'm brave and bold, like a knight. Well, then you're an I-love-you prude. You know what? I take mine back. I take my ""I love you"" back. Nah. Just did. Got it right here. But, you know, I'm such a slut. I'm just gonna give it away. Hey, you, sir. I love you. Hey. Hey, that's great! You got through to her. Hey, Katie. No. I wouldn't bore you with the seven million man-hours it took to build this 102-story testament to human will. So, you okay? That's very gallant. Well, I don't know what your sister's freaking out about, either. - I was your age my first time. Yeah, yeah. It was, uh, it was with this girl, Molly. Oh, I love you, too, Molly. (Voix off ) But I didn't. Look, I got to go. My cousin got some firecrackers from Mexico. We're going out to the woods to light 'em-- it's gonna be awesome. Yeah. Yeah, I'll totally call you. (Voix off) But I didn't. Molly? Can I borrow 20 bucks? I'll totally pay you back.(Voix off) But I didn't. And I never saw her again. I told her I loved her, but... I just wanted to have s*x. I-I would've said anything to make that happen, and... that's exactly what I did. Look, I'm not telling you what to do. I'm just telling you what all 17-year-old boys are like. Even the nice ones. You're welcome. I knew it meant a lot to you. Yeah, well... I love you, Molly. Wow. That was amazing. Wh-Where are you going? Will you call me? Yeah? But she didn't. I'm gay. I'm kidding. I love you, too. Hey... you lost your I-love-you-ginity. Katie ended up having a great first time in New York. And the last thing we did before she left was go to the Empire State Building. I am so glad we're finally doing this. Ooh, okay, in, in we go, in we go. Okay, Empire State Building fun fact number 81: There are 1,860 steps from this... (They push him outside the elevator) Whoa, whoa! Come on! So, now you guys can finally say you've been to the Empire State Building. How have you lived here so long and never been to the top? Risky Business. That's War Games, and there's not even a s*x scene in it. Did anyone put Baby in a corner?"
470,2,12,the girl," Come on, what really happened?"
471,2,12,,"Ted (V.O.): Kids, you remember my first day with Robin. Robin is sick and in bed:  Ted (V.O.) : But, kids, later that night, Katie did it, and she got pregnant... with quintuplets... and she lived out her days in a trailer park... where she died an alcoholic. So the moral here, kids, don't have s*x until you're married. Maybe even, like, a year or two into marriage. Ted (V.O.): All right, here's what really happened."
472,2,13,barney ,"I have found that to be true. Mona. Watch it more closely. Rock your world. You mind if I charge my phone? Oh, my God! (barney's holding a painting) Do you know about this? Only the greatest thing ever. Wait, wait, wait-- that's not enough buildup. If they were to cure cancer tomorrow, this would still be the greatest thing to happen all week. Okay. Now you're ready for naked Marshall. I know, right? Behind the piano this whole time. Oh, come on, Robin. I know! We're gonna have so much fun! Oh, hey, Marshall. Have a seat. I know how much you love stools. Hey, guys. Guess what I got. A new dart. Oh, yes, Robin, I just love new dart. Nude art. We totally saw your butt. Oh, no, what's the matter, Marshall? I'll tell you where it is if you'll answer these riddles three. Yo, why you gotta ruin my riddles? Oh, no. Someone put your painting up behind the bar. Classic! What a memorable prank. Easy, Scherbatsky. Finesse. I've got a five-year rollout plan. I'll have you know that painting's got commitments all over the city. Then, after New York... Eh, we're not making fun of the painting, we're just making fun of Marshall. The painting's actually really great. Yeah. Paint me. Paint me. Paint me. We knew we could torture Marshall because he has shame. I do not. In my body, where the shame gland should be, there's a second awesome gland. True story. Yeah. A nude Barney is a challenge. But I think you're talented enough to immortalize this. Now is the time-- I'm 31. I'm at the peak of my physical beauty. If I were a woman, I'd have passed it long, long ago. Long ago. I'll give you $5,000. Hey, hey! I don't want you phoning this in. This painting could, someday, become a serious work of art. I mean, you have been blessed with an amazing gift. I meant me. Now, I like how you captured Marshall's essence. Goofy and unburdened, with wit. But me, I want something more regal. Something my progeny could look at and say, ""There's stands Barnabus Stinson."" He was wise... and strong. I get that a lot. Paint faster! Yeah. Wait, wait! That wasn't enough buildup. I need... In a world without justice, one man... All right. We had a deal! You...! Before you say anything, I'll give you an extra five grand. You people are so easy to control. Dance for me, puppets, dance. Thank you very much, Lily. A smooth area?! You gave me the Ken doll?! Marshall and Lily get out of the apartment. She left out Little Barney. Barnacle Junior. My Barnana is... Barnito Supreme."
473,2,13,boy ,That's stupid. (he destroys Ted's tower.)
474,2,13,carl ,"Hey, Marshall. What'll you have? Ooh, I'm sorry, that painting's property of the bar. I don't know what you're talking about. I doubt it. I doubt it. I doubt it."
475,2,13,co-worker," Yeah, and that shirt with the flowers, I get hay fever just looking at it.  Nothing. Um... nice shirt."
476,2,13,employees ,Happy birthday to you.
477,2,13,lily ,"Ted, you can't let him treat you like that. I knew this day would come. Because I didn't hide it very well. It's for class, and it's just that weird kid Hunter from my freshman hall. No, he's actually a little husky... Okay, just forget it. Well, then you'll have to do it. We're not in high school anymore. People don't make fun of you for posing nude for a painting. We're adults now. You know, I wish everyone didn't have to make fun of that painting. Are you serious? Well, thank you. You know, seeing it again makes me miss painting nudes. What? What? Oh honey, you're awake? Yeah. I've kind of been wrestling with something. What if I told you I had a way to pay for our honeymoon? Well yeah, but-- but what if we didn't want to spend our honeymoon in a cave? Well, what if I found a way to make a little extra money so that we spend our honeymoon not in Howe Caverns, but in Scotland? Yeah. And you know, Edinburgh and the Highlands and Glasgow... Maybe we can. Okay, I don't get this. You've been making fun of that painting all this time and now you want me to paint you? Yeah, that's not the gland I'm worried about painting. Forget it. I promised Marshall he was the only guy I would ever see naked. Yeah! Okay, let's get this over with. Thank you. I don't think your sword will fit. Hold still. Hold still. Hold still! Okay, I guess it's time. Drop your shorts. Oh, just drop them! Okay, it's done. I'm gonna step out, so you can admire it. Marshall, do you have the money? Let's get out of here!"
478,2,13,man ,"Looking for Hammond Druthers. These are divorce papers. You've been served. Yeah, but a bunch of us were up at the conference in Montreal, so we thought... Margarita Fridays--great idea, boss."
479,2,13,marshall ,"It's a blessing and a curse really. Yeah, you gotta ask yourself, who's the boss? Thanks. Yeah, stools are better for your posture. Thank you. That's so sweet. You guys are being... so sweet. Okay, all right, so what, you guys found the painting, huh? How did you know that? Well, I just... don't think that some dude should drop trou just to pose for you. The frisbee dude with the soul patch? He's like the hottest guy in school! Oh, he's just huggable! And complicated... and a little bit of a jerk. Just enough so you think maybe you can change him. Call me old-fashioned, I just think that I'm the only guy you should see naked. Are you kidding me? What if somebody sees it? This painting has caused too much grief already. I'm destroying it right now. Where is it? You hung it up in the bar, didn't you? What'll I have? Um, I don't know, maybe a beer and that nude painting of me hanging behind the bar! I know that Barney gave you that painting. Whatever he's paying you, I'll pay you double. Whatever he's paying you, I'll give you that plus ten bucks. All right, you know what, Carl, you just lost yourself a regular customer. This painting is the worst thing that's ever happened to me. I'm awake. Is everything okay? Baby, our honeymoon's already paid for. We're going to Howe Caverns. It's not just a cave, it's a whole labyrinth of caves. It's an underground adventure. There's a cave that's so dark that you don't even know you're in there. I mean, we're going to experience a whole new kind of dark. Loch Ness? Loch Ness. Nessy. Baby, I would love to search for the enchanted creature of the Emerald Loch, but... we can't afford that. We're going to Loch Ness! This isn't right. This isn't right at all. No! No, this is not right! Well, I'm going back on the deal. Barney, get out! It's over! (he closes the door at Barney's face). (Yelling) Lily, I can't let you go through with this! (whispering) I found a castle we can stay in, but it's an extra two grand. (Yelling) It's just not right! (whispering). It's beautiful and they say it's haunted.  We accept. Yeah."
480,2,13,men ,# Happy birthday to you... #
481,2,13,mp ,"Fire him. Fire him! He's an arrogant, washed-up, pain in the ass. In fact, fire everyone on that project. Druthers, Mosby, the whole lot of them. Fine, Mosby can stay. But tell him he's on thin ice. Come here. I like you, Crosby."
482,2,13,mr druters," Uh, look, just a second, Ted."
483,2,13,mr druthers," Well, it's just... it's not exactly new, is it-- columns? I mean, what's your next groundbreaking idea-- ceilings? Floors? Windows?  Stairs?  Ceilings? Oops. Said that already. Then again, you seem to like rehashing old ideas. I'm kidding, of course. Another hole in one, boss.  Oh, sorry I'm late; lunch ran a little long. You wanted to see me, Mosby?  Well, excuse me, for spending the last four hours drawing designs for your building.  Oh, you had me. You so had me.  Mosby?  What are you doing?  Okay, fine, yes. Not that it's any of your business but my wife had a little spat a few weeks ago, and I've been sleeping here until she cools off.  Who am I kidding? She's never gonna take me back.  What did you want to say to me?  Yes. I'm an architect without a home. You see the tragic irony in that?  Cause I design homes.  But I don't have a home.  Why would I go to a hotel, when any second, she's going to call and tell me to come home. She's a very special lady, Ted. She's quite... mannish. She gives me what I need. Do you understand that?  If you were lost in the wilderness, she can provide for me.  I'm glad you came here tonight, Ted.  Call me Ham.  Hammy D?  Yeah, we should call him a gabby.  Hey, uh... thanks for putting me up last night, buddy. Give 'em hell.  Oh, God, not this again. Ted, a man in a toga just arrived and delivered a parchment. Let me read it: Oh! It's from ancient Greece. They want their basic architectural elements back. Geez.  You didn't hear me? Toga, parchment...  Ooh, I'm in trouble now.  We are friends. But that doesn't magically make your bad ideas good.  Ted, I hope that you're not going to let our professional woes interfere with our friendship, because I really kind of need you right now.  Come on, Ted, listen, why don't we get back and finish drawing the plans for a building which, in my opinion, is never going to get built, so you and I can get out of here and grab a couple of beers.  Oh, that's me. I'm Hammond Druthers.  She's really going through with this. So that's it. It's over.  She's giving me the remains of Wolfie? My dog is dead? Oh, my God. I can't believe this. She always played too rough with him.  Guys, you have no idea how much this means to me right now.  Oh, God..."
484,2,13,robin ,"Oh, do whatever you want to me just don't wake me up. Oh, wow, he must be really good-looking. Well, 'cause only good-looking people can get away with saying things like that. Angela. Mona? So, what are you gonna do? Well, Ted, if you do fire Druthers, the key is timing. Remember when I had to fire my makeup artist? Vicki, um... I'm so sorry about this, but there's been some budget cuts and, um, we have to let you go. I mean, after tonight. I still need my makeup for the broadcast. So... (Robin on TV wearing a lot of make-up.): Our thoughts and prayers go out to the families of the victims. What is that? Wait. If Marshall went to all this trouble to hide it, he clearly doesn't want us to find it. No, I'm saying that he must be really embarrassed by this. We are gonna have so much fun. So, you didn't fire him? And, uh... I... got you a rose. Oh, wow, a new dart. I did not know you were such a fan of new dart, Barney.  Nude art. Okay, where should we put it up next? In his law school? Ooh on the side of a bus. Oh, oh! How much do billboards cost? Oh, I'll go out with you. Bye, guys. So, I'm guessing you didn't fire him."
485,2,13,ted ,"Some kids dream of being astronauts. Some kids dream of playing baseball. When I was a kid, I had only one dream. To build a skyscraper. There were some obstacles along the way. But eventually my dream came true. I became an architect. Morning, everyone! So, I had an idea for the atrium. Ready? Columns. I... I can't believe you knocked over my model. I know what you're thinking: Who's this jerk? Well, this jerk was Hammond Druthers, a legend in the architecture community. Very big in the '80s. He was also far and away the worst boss I ever had. Then I designed the Spokane National Bank Building. And suddenly... I was his boss. - And he didn't like it. And to be honest, I wasn't sure I liked it either. See, before, when I was just another employee, I was happy, carefree. The guy who hung out in the break room making fun of the boss. Did you see what he was wearing today? It was like his pants were being held up by his nipples. But suddenly I was a different guy. Hey, guys. What's so funny? Thanks. The hours were insane. I was always working even when I wasn't at work. Oh, Robin... I just had a great idea. Before, I used to be this guy. Dude, of course you should take the day off for the Foo Fighters concert. Just say you're sick. But now...I was this guy. Sick, huh? Unbutton your shirt. Hmm... ""Foo Fighters."" Get back to work. But still, the worst part was Druthers. Well, I was thinking... Why would you say that? Tony. Well... it's awkward, I mean, the guy used to be my boss. So, I went to talk to the managing partner. Well, sir, I was thinking he could just be put on a different project. Mosby, sir? I, I... I hear Mosby's doing some great work. Knock yourself out. You know what? I'm gonna do it. I'm gonna fire Druthers tomorrow. What? No. Oh, my God. This is awesome times awesome. It's awesome squared. Uh, yeah, like four hours ago. This is a cocktail napkin. Covered in profanity. Look, Hammond, um, there's no easy way to say this, so... why don't we just, um, step into your office. I can't fire a guy on his birthday. Everyone would hate me. Besides, they put a party hat on me. My authority was compromised. Hey, that new dart is great.  Nude art. So the story on the painting is that,back in college, Lily wanted to do a nude study for her art class. Marshall wasn't so into the idea. Field trip! One of my worst fears has come true-- I just saw Marshall grabbing himself naked. Well, I gotta go. Believe it or not, I have to go back to the office. Hammond, is that you? Druthers and I were alone in the office. If I was gonna fire him, this would be the best chance I'd ever have. Uh, no, I, I really need to talk to you. Look, there's no easy way to say... What, what are you doing? I'm standing here wearing pants. Are you sleeping here? What's going on? Okay, well, uh, you're right-- that is none of my business. Uh, look, there's no easy way to say this-- I... It's okay. Happy birthday, buddy. So, you've been living at the office? Yeah, I do. I see it. Not lost on me at all. But I don't understand, why don't you just go to a hotel? You could be sleeping on a mattress instead of... what appears to be torn-up drawings of my building. Uh, no, I don't. Well, that's the dream. Me too, Hammond. No, thanks. No, I think just Hammond. I was this close. Meanwhile, Lily had been up all night in the grips of a dilemma. That cabby would not shut up. I think it, you say it. Morning, team. So, I have given it some thought, and I say we revisit columns. What? Can I see you for one second? What are you doing? I thought we were friends. You slept on my couch, you ate my cereal. I tossed you more toilet paper. What? I don't believe this! You're, you're, you're wearing my clothes! And my And so, as Lily began painting, Marshall thought about the $5,000 and what his fiancee was doing to earn it. Finally, he could take it no more. And that's how Uncle Barney paid for Lily and Marshall's honeymoon. No. Look, Hammond, there's no easy way to say this but... Oh, God. There is no easy way to say this, but... Believe me, there is no easy way to say this... You've got to be kidding me! Wait, his birthday was yesterday! No! No birthday! No! I got something to say and I'm gonna get it out. Hammond, listen to me. I am sorry that your dog died, and that your wife is divorcing you and that... your life is falling apart and that these guys missed your birthday. And there is no easy way to say... What are you doing? What's going on? Oh, come on, you're not going to pull that, are you? Oh! Look, yeah, right. Now we're falling onto the ground. Well, nice try, but guess what? You're fired! You're fired, you get it? You hear me? You're gone! You're fired! (Mr Druthers is taken on a stretcher with an oxygen mask on his face.) In my defense, I think we all suspected Hammond might have been faking. On the plus side, the EMTs seem to think he's going to be just fine and, as you saw, they did admit that I did not cause the heart attack, even if they said it a bit begrudgingly. And there it was, rock bottom: They all hated me. But just when all seemed lost, I had the greatest idea of my entire career."
486,2,13,voice ,Who's that? Who's out there?
487,2,13,,Mr. Druthers: That's stupid. (he destroys his model)
488,2,14,all ,Stay strong. We're so sorry. (the waitress leaves) Yes... Wouldn't miss for the world.
489,2,14,barman ,Oh! I didn't recognize you.
490,2,14,barney ,"""Problem."" Oh, poor Superman, he should really do something about his flying problem. It's not a problem if you're awesome at it. Not a clue. Seriously, that's the last time I'm gonna call you today. Okay. Good-bye. You didn't hang up either! I know! You hang up! You hang up! My bookie. Great guy. Have I taught you nothing, Ted? Suits are full of joy. They're the sartorial equivalent of a baby's smile. ""Of or pertaining to tailors or their trade."" Suits are for the living. That's why when it's my time to R.I.P. I'm going out of this world the same way I came into it buck naked. Yeah. It's gonna be awesome. Open bar for the guys, open casket for the ladies. What up?! Such a waste. A hand-stitched, cashmere, double-breasted Dolce & Gabbana. It must be so frightened. Oh, thank God! I'll find out. Ted, it's not a drinking game if you drink anytime anything happens. I don't bet. Betting's for suckers. Fine. Wait. This is mine, just like that? God, that feels good. No, that feels really... good. What else can we bet on? Yeah, yeah, whatever. I'll give you the Seahawks plus six points for 500 bucks. $50?! What fun is $50?! Why don't we just bet air?! God, Marshall! Okay, $50. That's impossible. What the hell, I'm in. High five! Sorry. Solemn low five. Hey, take this key and swallow it. Come on, Ted, you eat salads. It'll be out by game time. I'm not messing around, Theodore. I've got a lot of money riding on this game. If I don't handcuff myself to this radiator, I'll check the score. Please take the key. Unlock me, Ted. I've never gone this long without calling my bookie. He worries. Where are you going? What? How the hell are you planning on getting in and out of a sports bar without seeing the score? There's TVs everywhere. Sir, who won the Super Bowl? You missed...?! How could he miss...? Excuse me! Who won the Super Bowl?! Oh, my...! Emmitt Smith! Oh, thank God. You got to tell me, who won the Super Bowl? But you're Emmitt Smith. You're a football player, it's Super Bowl Sunday. What could possibly be more important than football?! No...! No...! I met Emmitt Smith today. Well, I was frantically running down the street trying to find out the score to the game... I didn't only lose the game, I lost every single prop bet. Total penalty yardage, number of replay-challenges, coin toss... What are the odds of losing the coin toss? Interceptions, field-goals, total sacks, whether or not there'd be a safety, first..."
491,2,14,carl ,"And even though we didn't see any whales, Mark and I both said it was the best day of our lives. Okay, I'm getting us another round. And when I come back, everyone else is telling their favorite Mark story."
492,2,14,doug ,"Hey. I'm Doug. Are you going to be staying here for the rest of day?  I know who won. How badly do you not want to know? Ten bucks. Just went up to eight. The team that won, want to know what their name rhymes with? I'm in love with Miss Aldrin. Does that mean Marshall gets a time-out? When one of us breaks something, we get a time-out. Hey. Hey. Yes, you are. You'll do whatever I say. Hold your breath. The winning team was the... (Marshall holds his breath) Now here's how this is going to work: you're going to take me to three R-rated movies a week... No, I didn't. Okay, okay. You win."
493,2,14,emmitt smith," Yeah, I get that a lot.  The game was last night? You know, once you win two or three of those things, it's kind of like, eh.  Dance, my friend. Dance."
494,2,14,kevin ,"Like morning commutes needed to get any harder. Well, Robin, what do you say? I think it's time to check in with Sid for a sports update. What? But it's, uh, time for Sports. We, we just did Weather. Okay, now it's time for Sports. Robin, it's time for Sports! Over to you, Sid. We'll be right back."
495,2,14,lily ,"Oh, my God. Well, I guess we should go, right? Mark. Mark. We are not fast-forwarding through the commercials. I know. He was so young. Oh, let's face it, we're not going to get to watch it. We should just find out the score. Oh, commercials! Oh, so lame. Nobody even pays attention. I mean, Janet Jackson, who cares? I'm in. And he's a little bit double-jointed... And his favorite animal is the Loch Ness monster. Well, I think we can all agree, he is much more interesting than Sally's one-eyed goldfish. Three weeks in a row? Come on, Sally. Okay, well, that's all the time we have. Arts and crafts, everybody. Okay, now who did this? Well, Marshall's a grownup, so... Sorry. Marshall gets a time-out. Didn't find out. Yeah. Thanks a lot, Barney. Well, at least the commercials aren't ruined. Ooh, you go first. Yeah, go ahead, Barney."
496,2,14,lou ,"Pretty much the same thing it was two minutes ago. Back to you, Robin."
497,2,14,man ,"You're right, Kevin. And we're clear. Back in five... four... three... Sorry. I missed the game."
498,2,14,man 1," Hey, buddy.  Hey, buddy, look out."
499,2,14,man 2," I... don't really follow sports.  Hey, dude, look out.  Dude, watch out!"
500,2,14,marshall ,"If I were a chicken, I'd go cannibal for those bad boys. Just eat my own damn wing off. I don't care. I'm crazy like that. Oh, my gosh. No idea. Wait... tomorrow night at 6:00, that's the Super Bowl. Okay, that's great, but just to make sure it records, maybe we should bow our heads and say a quiet prayer to the TiVo gods. Amen. Dibs on the one Carl just told. Are these chicken wings or angel wings? God, I love these things. Calm down, buddy. Hey, Barney, I bet you 20 bucks that Casey misses this field goal. Make it like a dollar or something, you know. Who cares? No big deal. See, there you go, he made it. You win. Nothing, it's the halftime show. I can't believe you invited this girl we've only known for a few months to our sacred day. Now she's gonna be in all the pictures. Are you crazy? Maybe for $50. I'm in. Lily, how many times...? Nessie is a gentle creature. We're trying to stay away from terms like ""Monster."" Oh, hey, I'm Marshall. Yeah, I'm actually trying to hide out 'cause I don't want to know who won the Super Bowl. Oh, um, that's great, but I really don't want to know, so if you could just keep that to yourself. Excuse me? Are you serious? Come on, dude. You promised you'd stop if I ate all those crayons. Why are you doing this? Well, you can't have Miss Aldrin, she's mine. I did. I'm not talking to you. I'm not holding my breath. Oh, no. Somebody wet their pants. Oh, really? Who's everyone gonna believe? I'm a grownup third-year law student at Columbia and you're just a little pants wetter. So now I ask you a question: You want to be able to quietly sneak off to the restroom and dry off or am I gonna have something for show and tell today? Hey, everyone... I want my money back. And your pudding snack pack. No...! Yeah, I didn't know and now I do know. Wings are still good. Hey, so check this out: I got extorted by a five-year-old today."
501,2,14,robin ,"Yeah, they're the best part. Oh, my God. This monkey was so cute. This is going faster than I thought. We'll make an appearance at the bar for the wake, we'll be watching the game by 8:00. Okay, I have to be at work exactly one Super Bowl from now. Hey, I'll take that action. Seahawks, but make it four points and make it a grand. Hey, these wings, are they chicken wings or angel wings? Oh, commercials! Monkey with a coconut bra. Hilarious. I'm in. But unfortunately, the City won't be fixing the unusually large pothole any time soon, so buckle up if you're on the BQE. It's gonna be a bumpy one. No! No. No, it's not. It's time for Weather. Well, weather's pretty fickle, it may have changed. What's it doing out there, Lou? No! Let's go to Traffic Todd in the Metro News 1 Gridlock Chopper. I'm sorry. I haven't watched the game yet. I'm begging you, for the rest of the newscast there can't be any references to who won the Super Bowl. I mean, change the teleprompter. No team names, nothing specific. My friend Mark passed away this week. It's just so hard. And after the Super Bowl, the mayor of the losing team's city had to pay up, sending the mayor of the winning team's city 15 pounds of a delicacy his of her city is famous for. Better fire up whatever type of grill, steamer or fryer one might use to cook that delicacy, Winning Team's Mayor. And let's end the day on a happy note. There is a new arrival at the Bronx Zoo. Trish Sanchez has the story. No...! Mission accomplished. Way to blow it. Beer still works. I almost got fired today."
502,2,14,sid ,"Thank you, Kevin and Robin. Let's talk about the Super Bowl. And that closes the book on one heck of a Super Bowl. Back to you, Kevin and Robin."
503,2,14,ted ,"Kids, I told you stories about all the big holidays - Christmas... Halloween... Thanksgiving... but one holiday was always my favorite-- Super Bowl Sunday. And there was one Super Bowl back in 2007 that I will never forget. Marshall, you're on beer detail. Lily, you're making the bean dip. Uh, Robin, you're on chips and pretzels, and Barney, I'm giving you nothing to do so you can just focus on controlling your gambling problem. And I will be going to Quinn's to pick up the world's greatest food, the Super Bowl Hot Wings Platter. What's tomorrow night? Who was Mark? Okay, I feel terrible, but the truth is we didn't know Mike. Mark, and as long as we send flowers, I can't think of any reason we'd have to Carl (at the bar): Get out of here! I never want to see your face in this bar again! This soulless b*st*rd just told me he can't come to Mark's funeral because he wants to watch the Super Bowl. Could you believe that? You guys are coming, right? Okay, here's the plan: record the game, go to the funeral, pay our respects to Matt... Mark, and start watching only an hour late. Almighty TiVo, we thank you for all the gifts you have given us: the power to freeze live TV to go take a leak is nothing short of Godlike. Let's not forget fast-forwarding through commercials. It seems greedy to ask anything more from you, O magic box, but if you malfunction and miss the Super Bowl, we will destroy you in the Amen. Oh, come on. Remember last year? Who wants to watch a monkey in a coconut bra order a pizza? So let me get this straight. A funeral is the one time you don't suit up? Virtually. Sartorial""? No, no, no, we can't! We have to watch the game together. It's tradition. Think of all the great times we've had watching this game. Second down, everyone drink. I love you guys. This is so great, all of us watching the Super Bowl together. This is special. We need to do this every year, promise me! Everyone drink! God, this is such a great tradition, all of us watching the game together. How did this start? God, how cool is Robin? Look, we always watch the Super Bowl together. So we make a pact to watch it tomorrow at 6:00 and go the next 18 hours without finding out who won. I'm not gonna lie to you. It's not gonna be easy. That means no TV, no Internet, no newspapers, nothing. Media blackout. But our tradition lives on. Who's in? Dude, we're at a wake. As the day began, none of us had any idea how hard it would be to go nine hours without hearing the outcome of the Super Bowl. I decided to work from home to avoid contamination by the outside world. What? No. Lots more, no. Fine. But only because you didn't think through a bathroom plan and I think that's funny. The media blackout was particularly hard on Robin because, well, she was the media. Weeks earlier, Marshall had promised Lily he'd come into her kindergarten class for show-and-tell day. Not until game time. Pick up the hot wings. Ah, don't worry. I got it all planned out. First of all: I placed duct tape on a pair of sunglasses so I can only see out of two tiny holes. Next, I constructed blinders out of an old cereal box. Top it all off: high-tech noise-reducing headphones I bought when Marshall and Lily first got back together and were doing it a lot. I call it the Sensory Deprivator 5000. Hello! Uh, my name is Ted Mosby. I'm here to pick up my hot wings. In my hand, you'll find the exact total for the wings plus a generous tip. Please take the cash. Put the wings in my hand and I'll be on my way. Thank you! Ha! Who's the idiot now?! You said the Sensory Deprivator 5000 was stupid. But it totally worked! (barney leaves and Ted doesn't notice.) I couldn't see or hear anything happening around me. Right?! Right?! (He takes his glasses off) No...! And if that weren't bad enough, I was about to have a horrible realization. Where's the dipping sauce? And then Uncle Marshall got an idea. It was not one he was proud of in retrospect, but desperate times... Hello! It's me again. Yeah, you forgot to give me the dipping sauce! Ah. Yes. This is the one. It was 4:00, and so far, all of us had done the impossible. But then, almost simultaneously, things started to go wrong. Yes...! Awesome. Just in time for kick-off. None of you guys found out the score, right? Great. Let's do it. I already fast-forwarded through the four hours of pre-game coverage. So we are ready. (Barney comes in) Barney, I can't even look at you. I don't want any sign of who won. Don't worry, I'm not going to give anything away. Feel free to start without me. Ah...! Stupid! Stupid! Stupid! So much money! You screwed it up, Barney! You screwed everything up! Stupid! Stupid! Stupid! Okay, let's watch the game. Barney, what the hell was that? We know who you bet on. Now you've ruined the game for everyone. There's no point in even watching the game. Ah, what the hell. Let's watch Barney lose some money. I tried out the Sensory Deprivator 5000. And here's the funny part, as unforgettable as that Super Bowl was, here it is 23 years later and I don't remember who won... Hell, I don't even remember who played. What I do remember is that we drank beer, we ate wings and we watched the Super Bowl together. Because sometimes, even if you know how something's going to end, that doesn't mean you can't enjoy the ride. We even raised a toast to good old Mike. I mean Mark. Matt. Crap! Why do I keep doing that? 50-50, give or take."
504,2,14,the waitress," Here's the info for tomorrow night.  Oh, God, you didn't hear? Mark died.  The funeral's tomorrow at 6:00, and I know it would have meant a lot to Mark if you came. You guys were his favorite customers."
505,2,14,trish sanchez, And in honor of yesterday's big win...  ...the zoo decided to name the baby panda after Super Bowl champions...
506,2,14,woman ,"Um, Robin, is it just me, or were you doing something different there? That is crazy. I can't do that. Okay, sweety okay. Okay, I'm so sorry."
507,2,15,barney ,"Training for a marathon. You don't need to train for a marathon. You just run it. Not at all. I could run a marathon anytime I wanted to. Absolutely. Here's how you run a marathon. Step one, you start running. There is no step two. 50 bucks? Gee, Grandpa, if I win, maybe I can buy myself an ice-cream cone. Make it $10,000. Fine, then no bet. Okay, $50. What up, non-finishers? Right? Yeah, my time would have been like a half an hour better, but I met this total hottie on Mile Seven. We took a quick detour and had our own mini marathon behind a Nathan's. I won. So where's my 50 bucks? Huh? Can't believe they haven't made a coin for this yet. Anyway, I'm heading home. Might go hit the gym. Wow. You know I really should check out this ""subway."" Heard so much about it. Wow. Look at me. Slumming it. Maybe I'll make a weekend out of it and I'll call my bridge and tunnel girl tonight. No. Ted, it's Barney. Listen to me, I need you to come and pick me up on the subway. I was sitting here, totally minding my own business. Finisher. Yeah, you know what I mean. My legs don't work. I've already ridden the subway twice end to end. I've seen where it turns around. Ted, you don't ever want to see where the subway turns around. Listen to me, Ted. I'm going to lose you any second. I'm on the fourth car of the six train heading south from Pelham Bay Park in the Bronx. Meet me at the 86th Street station in, like, half an hour? Ted, Ted. I'm sorry. I can't. Ted! No...!  I can't go. I've got this thing. A pen1s."
